X,Y
-1.050853061676025391e+01,1.930773544311523438e+01
3.204864025115966797e+00,5.554279327392578125e+00
-2.711660146713256836e+00,9.224811553955078125e+00
-1.064046669006347656e+01,1.774773597717285156e+01
3.218578577041625977e+00,6.452193260192871094e+00
4.949816703796386719e+00,1.295866394042968750e+01
9.684754371643066406e+00,2.387415313720703125e+01
-9.558127403259277344e+00,2.509932518005371094e+01
-3.196316719055175781e+00,1.016371059417724609e+01
-9.043249130249023438e+00,2.643295288085937500e+01
-2.910063028335571289e+00,9.116137504577636719e+00
-1.072144985198974609e+01,1.836660957336425781e+01
-1.748868227005004883e+00,9.964576721191406250e+00
4.702960968017578125e+00,1.191818714141845703e+01
3.155973196029663086e+00,5.769581317901611328e+00
-9.670773744583129883e-01,1.081270885467529297e+01
-7.588043689727783203e+00,2.286553192138671875e+01
-2.710173130035400391e+00,9.121740341186523438e+00
5.561431884765625000e+00,2.962606811523437500e+01
7.254198074340820312e+00,2.264258003234863281e+01
3.181763887405395508e+00,5.669415473937988281e+00
-2.726210355758666992e+00,9.151394844055175781e+00
1.178395843505859375e+01,2.628596305847167969e+01
8.296655654907226562e+00,1.972287750244140625e+01
-8.668408989906311035e-01,1.084047031402587891e+01
3.100175619125366211e+00,7.064752578735351562e+00
3.698305130004882812e+00,6.383245468139648438e+00
3.061982870101928711e+00,7.775198459625244141e+00
-1.055005264282226562e+01,1.834597396850585938e+01
3.234812974929809570e+00,6.276108741760253906e+00
9.688430786132812500e+00,2.231919288635253906e+01
1.150073719024658203e+01,2.262542533874511719e+01
-1.619167566299438477e+00,1.060988903045654297e+01
3.113749742507934570e+00,6.825482368469238281e+00
-1.046776485443115234e+01,1.992667198181152344e+01
-1.002438068389892578e+01,2.249829864501953125e+01
8.131844520568847656e+00,2.944620513916015625e+01
-1.018146514892578125e+01,2.177055549621582031e+01
-1.908059954643249512e+00,1.014156246185302734e+01
-7.036071300506591797e+00,1.689960098266601562e+01
-2.790588617324829102e+00,9.172986984252929688e+00
-1.047782230377197266e+01,2.015792083740234375e+01
3.040075063705444336e+00,7.926173210144042969e+00
-1.897189497947692871e+00,9.836093902587890625e+00
-2.379286289215087891e+00,9.437771797180175781e+00
-2.544124126434326172e+00,9.224811553955078125e+00
-8.369492530822753906e+00,1.995092582702636719e+01
3.273036241531372070e+00,6.161478042602539062e+00
3.133869409561157227e+00,6.213530063629150391e+00
-3.898592233657836914e+00,1.070365715026855469e+01
1.004773044586181641e+01,2.217864227294921875e+01
-1.453641295433044434e+00,1.026912975311279297e+01
-1.648252606391906738e+00,1.026912975311279297e+01
-3.176254749298095703e+00,9.548489570617675781e+00
-1.018918991088867188e+01,2.093859481811523438e+01
-9.845030784606933594e+00,1.840915870666503906e+01
3.252379894256591797e+00,5.479166507720947266e+00
-8.226839065551757812e+00,2.527151298522949219e+01
3.202993631362915039e+00,6.233472824096679688e+00
-2.363219499588012695e+00,9.492974281311035156e+00
-2.580578327178955078e+00,9.383859634399414062e+00
-9.674812316894531250e+00,2.401164054870605469e+01
3.077795505523681641e+00,7.799712181091308594e+00
1.869311690330505371e+00,2.969071197509765625e+01
3.158957719802856445e+00,6.637364387512207031e+00
-1.199442625045776367e+00,1.060254287719726562e+01
-1.405720710754394531e+00,1.033412456512451172e+01
-1.048825263977050781e+01,1.958300018310546875e+01
-2.226938486099243164e+00,9.519227981567382812e+00
-5.720547676086425781e+00,1.577426624298095703e+01
-1.040858268737792969e+01,2.020891380310058594e+01
-1.405720710754394531e+00,1.033412456512451172e+01
-1.324341177940368652e+00,1.039994621276855469e+01
-9.742238998413085938e+00,2.437002372741699219e+01
1.249431133270263672e+00,2.482704162597656250e+01
3.038725852966308594e+00,8.123341560363769531e+00
3.133117437362670898e+00,6.212038993835449219e+00
-2.402743816375732422e+00,9.383859634399414062e+00
-1.061474609375000000e+01,1.876771926879882812e+01
3.159029722213745117e+00,5.742012500762939453e+00
-3.376035690307617188e+00,9.516544342041015625e+00
9.752054214477539062e+00,2.206439399719238281e+01
-2.333235740661621094e+00,9.492974281311035156e+00
3.350973129272460938e+00,5.435571670532226562e+00
8.500743865966796875e+00,2.493552589416503906e+01
-3.321555137634277344e+00,9.383859634399414062e+00
3.092822790145874023e+00,7.099093914031982422e+00
-1.060798740386962891e+01,1.943407821655273438e+01
-9.871507644653320312e+00,2.267766189575195312e+01
-2.246570825576782227e+00,9.767998695373535156e+00
3.284546613693237305e+00,6.304984569549560547e+00
3.083250284194946289e+00,7.413018703460693359e+00
3.234390497207641602e+00,5.522321224212646484e+00
-1.048941898345947266e+01,1.967218780517578125e+01
-2.462688207626342773e+00,9.330237388610839844e+00
-9.985077857971191406e+00,1.834597396850585938e+01
-2.440585851669311523e+00,9.330237388610839844e+00
-3.177328586578369141e+00,9.330237388610839844e+00
-2.196085214614868164e+00,9.548489570617675781e+00
3.216268539428710938e+00,6.977741718292236328e+00
-2.349552392959594727e+00,9.408232688903808594e+00
1.153191471099853516e+01,1.868184661865234375e+01
-3.563774228096008301e-01,1.149367618560791016e+01
-1.461842536926269531e+00,1.062336635589599609e+01
9.902803421020507812e+00,1.618761825561523438e+01
-6.970849514007568359e+00,2.167620658874511719e+01
-1.060154438018798828e+01,1.794276428222656250e+01
-2.674696445465087891e+00,9.172986984252929688e+00
6.424901008605957031e+00,2.025376701354980469e+01
-7.565726280212402344e+00,2.513032913208007812e+01
1.242263698577880859e+01,2.267766189575195312e+01
3.142240285873413086e+00,6.068609237670898438e+00
3.047394514083862305e+00,7.864303588867187500e+00
1.276286888122558594e+01,2.267766189575195312e+01
-2.696426153182983398e+00,9.172986984252929688e+00
-2.063397169113159180e+00,9.777194976806640625e+00
-9.908308029174804688e+00,2.366364669799804688e+01
-1.065920543670654297e+01,1.876771926879882812e+01
-1.023303604125976562e+01,2.177055549621582031e+01
-1.456077098846435547e+00,1.058146858215332031e+01
-8.613483428955078125e+00,1.814212799072265625e+01
3.144861221313476562e+00,5.749266624450683594e+00
3.118143081665039062e+00,6.551608085632324219e+00
4.762246131896972656e+00,1.246760272979736328e+01
6.115736484527587891e+00,2.066824913024902344e+01
-2.514860153198242188e+00,9.278089523315429688e+00
-1.589602231979370117e+00,1.020494747161865234e+01
5.283585548400878906e+00,1.323074436187744141e+01
-3.636208057403564453e+00,1.125171566009521484e+01
-6.382646560668945312e-01,1.103237533569335938e+01
-1.258047103881835938e+00,1.060254287719726562e+01
1.038435173034667969e+01,2.501445198059082031e+01
4.924419879913330078e+00,1.260552787780761719e+01
-1.046564006805419922e+01,2.066824913024902344e+01
3.093306064605712891e+00,7.508470058441162109e+00
-9.918322563171386719e+00,2.206475067138671875e+01
-3.312054634094238281e+00,9.680965423583984375e+00
3.130526542663574219e+00,6.428313255310058594e+00
3.536320209503173828e+00,5.810646533966064453e+00
3.273018121719360352e+00,5.610967636108398438e+00
-1.181295871734619141e+00,1.074205017089843750e+01
-7.932389736175537109e+00,2.503498840332031250e+01
-1.227082014083862305e+00,1.062438964843750000e+01
-2.536362409591674805e+00,9.330237388610839844e+00
-1.086088657379150391e+01,1.718728065490722656e+01
4.961601257324218750e+00,1.285662651062011719e+01
3.135781764984130859e+00,5.749266624450683594e+00
-2.710973978042602539e+00,9.297402381896972656e+00
3.077212333679199219e+00,8.123341560363769531e+00
-1.048196029663085938e+01,2.066824913024902344e+01
3.265262603759765625e+00,6.092505931854248047e+00
3.142958402633666992e+00,6.202418804168701172e+00
-2.884750843048095703e+00,9.172986984252929688e+00
-1.959324479103088379e+00,9.836093902587890625e+00
-1.924218297004699707e+00,9.935551643371582031e+00
-1.065821743011474609e+01,1.794276428222656250e+01
6.017815113067626953e+00,2.066824913024902344e+01
-3.058565855026245117e+00,9.510764122009277344e+00
3.170317888259887695e+00,5.746036529541015625e+00
1.008518409729003906e+01,2.366364669799804688e+01
-1.755232572555541992e+00,9.956046104431152344e+00
-2.624509334564208984e+00,9.277225494384765625e+00
-1.216000199317932129e+00,1.067439746856689453e+01
1.130281066894531250e+01,2.241010856628417969e+01
-1.747898459434509277e+00,1.014156246185302734e+01
-1.701641201972961426e+00,1.015224933624267578e+01
-1.081081008911132812e+01,1.834597396850585938e+01
-9.912897109985351562e+00,2.236700820922851562e+01
-1.052107906341552734e+01,1.834597396850585938e+01
-2.171082735061645508e+00,9.604656219482421875e+00
-3.566983938217163086e+00,2.361771202087402344e+01
3.633083581924438477e+00,5.915911674499511719e+00
3.778461694717407227e+00,2.692302322387695312e+01
3.056308031082153320e+00,8.204982757568359375e+00
3.110202789306640625e+00,6.622828483581542969e+00
3.271888494491577148e+00,6.328649997711181641e+00
-2.409179925918579102e+00,9.438101768493652344e+00
3.133516550064086914e+00,7.311771392822265625e+00
1.105232524871826172e+01,2.314551353454589844e+01
6.918461322784423828e-01,2.676707458496093750e+01
-1.075697135925292969e+01,1.737012290954589844e+01
-2.920008182525634766e+00,9.147292137145996094e+00
-1.074799060821533203e+01,1.814212799072265625e+01
6.181017875671386719e+00,2.066824913024902344e+01
-2.189254522323608398e+00,9.718997955322265625e+00
3.481749534606933594e+00,6.092505931854248047e+00
-1.291506767272949219e+00,1.046661281585693359e+01
-2.462022304534912109e+00,9.383859634399414062e+00
3.171643733978271484e+00,6.069857120513916016e+00
-2.309799432754516602e+00,9.397621154785156250e+00
-1.085266208648681641e+01,1.696230697631835938e+01
7.223140716552734375e+00,2.915699195861816406e+01
-2.677260875701904297e+00,9.132320404052734375e+00
-1.678993105888366699e+00,1.001712703704833984e+01
-9.210215568542480469e+00,2.150965309143066406e+01
1.154519653320312500e+01,2.267766189575195312e+01
-6.329213619232177734e+00,1.700824546813964844e+01
-2.631237030029296875e+00,9.172986984252929688e+00
-9.380575180053710938e+00,2.767443466186523438e+01
-4.889781951904296875e+00,2.416426467895507812e+01
-1.191704273223876953e+00,1.053413963317871094e+01
-1.074328422546386719e+01,1.683290290832519531e+01
4.264548778533935547e+00,7.251858234405517578e+00
9.547169685363769531e+00,1.768336677551269531e+01
3.293987035751342773e+00,5.987318038940429688e+00
-1.069786262512207031e+01,1.678249931335449219e+01
-1.085298347473144531e+01,1.737012290954589844e+01
3.359313726425170898e+00,5.570393085479736328e+00
-9.692399501800537109e-01,1.074205017089843750e+01
-1.546067833900451660e+00,1.039994621276855469e+01
-6.697049140930175781e+00,1.737012290954589844e+01
-1.048733520507812500e+01,1.943799591064453125e+01
-3.187771558761596680e+00,9.492974281311035156e+00
-2.421358346939086914e+00,9.604656219482421875e+00
-2.424272537231445312e+00,9.381148338317871094e+00
3.329882860183715820e+00,5.572667598724365234e+00
-6.638108253479003906e+00,1.700824546813964844e+01
3.161074399948120117e+00,5.933072090148925781e+00
-1.053556537628173828e+01,1.834597396850585938e+01
-1.064438629150390625e+01,1.876771926879882812e+01
3.102340459823608398e+00,7.573949337005615234e+00
4.173748493194580078e+00,9.426424980163574219e+00
-2.556843519210815430e+00,9.244462966918945312e+00
-1.057326412200927734e+01,1.898594856262207031e+01
-9.141261100769042969e+00,2.195595359802246094e+01
3.065938472747802734e+00,7.632211208343505859e+00
-1.494185328483581543e+00,1.026912975311279297e+01
3.309201002120971680e+00,6.918608665466308594e+00
-1.019865512847900391e+01,2.177055549621582031e+01
3.443215847015380859e+00,5.878864765167236328e+00
-9.943135261535644531e+00,2.267766189575195312e+01
3.306685209274291992e+00,6.160718441009521484e+00
-1.033481884002685547e+01,2.040989494323730469e+01
-2.280764341354370117e+00,9.492974281311035156e+00
-1.009812355041503906e+00,1.081318950653076172e+01
3.138710260391235352e+00,5.771347045898437500e+00
3.144305229187011719e+00,5.790040969848632812e+00
8.044759750366210938e+00,2.206475067138671875e+01
3.234498023986816406e+00,6.525424480438232422e+00
3.227358579635620117e+00,7.099093914031982422e+00
-5.146921634674072266e+00,1.562105274200439453e+01
-1.038403797149658203e+01,2.066824913024902344e+01
4.751556873321533203e+00,1.238839817047119141e+01
-9.860055923461914062e+00,2.006686019897460938e+01
3.235000610351562500e+00,6.664455890655517578e+00
-1.555239558219909668e+00,1.535532760620117188e+01
1.093932723999023438e+01,2.365199470520019531e+01
-6.887010574340820312e+00,1.789948463439941406e+01
-2.514151811599731445e+00,9.275475502014160156e+00
-4.703915715217590332e-01,1.118350410461425781e+01
-1.044763278961181641e+01,2.040989494323730469e+01
-1.049155235290527344e+01,1.991209220886230469e+01
1.150516128540039062e+01,1.991209220886230469e+01
3.298457384109497070e+00,5.371025085449218750e+00
-1.018321323394775391e+01,2.148410034179687500e+01
1.166056919097900391e+01,2.255445480346679688e+01
2.427391052246093750e+00,2.679342842102050781e+01
-6.075236201286315918e-01,1.110742568969726562e+01
3.109038114547729492e+00,6.722072601318359375e+00
-1.382418990135192871e+00,1.046661281585693359e+01
-3.214165925979614258e+00,9.330237388610839844e+00
-9.618983268737792969e+00,2.474601173400878906e+01
-1.064438629150390625e+01,1.876771926879882812e+01
3.062028646469116211e+00,7.728824138641357422e+00
-6.657164096832275391e+00,1.716123199462890625e+01
3.307493686676025391e+00,5.406594753265380859e+00
1.464214205741882324e+00,2.864546585083007812e+01
-1.045001316070556641e+01,2.004352188110351562e+01
-2.199346065521240234e+00,9.628784179687500000e+00
-1.080147266387939453e+01,1.700824546813964844e+01
-3.032506942749023438e+00,9.225854873657226562e+00
-1.366383552551269531e+00,1.053413963317871094e+01
-6.648057460784912109e+00,1.760358619689941406e+01
3.312893390655517578e+00,5.610967636108398438e+00
-3.417328596115112305e+00,9.569045066833496094e+00
3.208196640014648438e+00,6.889415740966796875e+00
1.163473129272460938e+01,2.267766189575195312e+01
-2.218704700469970703e+00,9.548489570617675781e+00
3.252053260803222656e+00,5.852299690246582031e+00
-2.737094402313232422e+00,9.438101768493652344e+00
-8.015530586242675781e+00,1.939928436279296875e+01
-1.053092098236083984e+01,2.066824913024902344e+01
-2.376496553421020508e+00,9.486129760742187500e+00
-7.065315246582031250e+00,2.436275672912597656e+01
-1.056175804138183594e+01,1.814212799072265625e+01
1.129628372192382812e+01,1.920931243896484375e+01
-2.278096377849578857e-01,1.141812324523925781e+01
2.538311004638671875e+00,2.497076416015625000e+01
3.053246259689331055e+00,8.043308258056640625e+00
-7.020120143890380859e+00,1.718725585937500000e+01
-2.605853557586669922e+00,9.211279869079589844e+00
-8.334417343139648438e+00,2.572678184509277344e+01
1.134038734436035156e+01,2.443569183349609375e+01
-2.940662622451782227e+00,9.121740341186523438e+00
-1.053092098236083984e+01,2.066824913024902344e+01
-1.059040927886962891e+01,1.814212799072265625e+01
-1.732722759246826172e+00,9.962225914001464844e+00
-9.918322563171386719e+00,2.206475067138671875e+01
1.005812358856201172e+01,2.734996604919433594e+01
6.257673263549804688e+00,1.987501907348632812e+01
-3.122648000717163086e+00,9.277225494384765625e+00
-7.023346900939941406e+00,1.814212799072265625e+01
3.109639883041381836e+00,7.099093914031982422e+00
-1.056175804138183594e+01,1.814212799072265625e+01
3.133778095245361328e+00,7.421780109405517578e+00
-9.714035034179687500e+00,2.473926544189453125e+01
-3.389844417572021484e+00,9.663011550903320312e+00
-1.064438629150390625e+01,1.876771926879882812e+01
3.441380500793457031e+00,5.610967636108398438e+00
1.002829933166503906e+01,2.318650054931640625e+01
3.138474464416503906e+00,6.403104305267333984e+00
-7.930658459663391113e-01,1.088527774810791016e+01
-2.232312440872192383e+00,9.639812469482421875e+00
3.270782709121704102e+00,6.184816360473632812e+00
-2.367150068283081055e+00,9.600115776062011719e+00
-1.810578227043151855e+00,9.914718627929687500e+00
-1.049793338775634766e+01,1.942920303344726562e+01
3.150402784347534180e+00,7.920316219329833984e+00
-7.150948524475097656e+00,1.774773597717285156e+01
-2.738984346389770508e+00,9.121740341186523438e+00
-1.923759698867797852e+00,1.081508731842041016e+01
3.082315206527709961e+00,7.354917526245117188e+00
-9.648433685302734375e+00,2.253307342529296875e+01
-1.469858884811401367e+00,1.026912975311279297e+01
-2.684986829757690430e+00,9.158674240112304688e+00
-6.669161796569824219e+00,1.835009002685546875e+01
-9.889413833618164062e+00,2.267766189575195312e+01
-2.728900313377380371e-01,1.141812324523925781e+01
-2.639462471008300781e+00,9.570502281188964844e+00
3.124466896057128906e+00,7.184750080108642578e+00
3.068731546401977539e+00,7.594379425048828125e+00
-1.968927741050720215e+00,9.806556701660156250e+00
-3.247457742691040039e+00,9.383859634399414062e+00
-2.363219499588012695e+00,9.492974281311035156e+00
8.685573577880859375e+00,2.312129020690917969e+01
-7.291642427444458008e-01,1.095833301544189453e+01
1.102780437469482422e+01,2.332559394836425781e+01
-1.059262180328369141e+01,1.875478363037109375e+01
3.270165443420410156e+00,6.715051651000976562e+00
3.078992605209350586e+00,2.441129684448242188e+01
-1.047033119201660156e+01,1.978287315368652344e+01
3.148345708847045898e+00,5.831398487091064453e+00
3.137625217437744141e+00,6.279967784881591797e+00
-3.097522735595703125e+00,9.224219322204589844e+00
-3.137299060821533203e+00,9.277225494384765625e+00
1.110855388641357422e+01,2.299706649780273438e+01
-1.654067158699035645e+00,1.020494747161865234e+01
-3.347858190536499023e+00,2.276186752319335938e+01
4.834709644317626953e+00,1.227662849426269531e+01
8.064518928527832031e+00,2.376602745056152344e+01
-1.059520149230957031e+01,1.875935173034667969e+01
-1.085426902770996094e+01,1.834597396850585938e+01
-2.107639312744140625e+00,9.661488533020019531e+00
3.157448768615722656e+00,6.033572673797607422e+00
3.162949800491333008e+00,5.936592102050781250e+00
-3.506493806838989258e+00,9.585581779479980469e+00
7.200661659240722656e+00,2.177770233154296875e+01
3.038371562957763672e+00,8.297547340393066406e+00
1.942969441413879395e+00,2.467198181152343750e+01
-1.021832275390625000e+01,2.159414672851562500e+01
3.256845712661743164e+00,5.407561779022216797e+00
3.054422616958618164e+00,7.818709850311279297e+00
3.205986499786376953e+00,6.691768646240234375e+00
-1.052342796325683594e+01,1.855445098876953125e+01
-2.796057939529418945e+00,9.167170524597167969e+00
3.061709642410278320e+00,8.150374412536621094e+00
-1.018259429931640625e+01,2.151864242553710938e+01
-1.924315571784973145e+00,9.895707130432128906e+00
-2.109004020690917969e+00,9.956046104431152344e+00
-2.599557399749755859e+00,9.214744567871093750e+00
-9.526280403137207031e+00,2.511987113952636719e+01
-9.030237197875976562e+00,2.437002372741699219e+01
-9.452372550964355469e+00,2.762879943847656250e+01
1.089887523651123047e+01,2.332559394836425781e+01
-7.247894287109375000e+00,2.401164054870605469e+01
3.228721857070922852e+00,5.468408107757568359e+00
-2.164034843444824219e+00,9.956046104431152344e+00
-1.060473442077636719e+01,1.814212799072265625e+01
3.327528238296508789e+00,5.546737194061279297e+00
1.276854515075683594e+01,2.265596008300781250e+01
-6.822217941284179688e+00,1.683290290832519531e+01
-2.342247724533081055e+00,9.408731460571289062e+00
3.184124946594238281e+00,6.187243461608886719e+00
-1.056531810760498047e+01,1.649284362792968750e+01
-1.064734077453613281e+01,1.746025085449218750e+01
3.204935789108276367e+00,7.099093914031982422e+00
-4.380688071250915527e-01,1.126063156127929688e+01
3.210138559341430664e+00,6.870285987854003906e+00
-2.255826711654663086e+00,9.708249092102050781e+00
5.621015429496765137e-01,2.477485084533691406e+01
-1.901868700981140137e+00,9.820151329040527344e+00
3.187759399414062500e+00,6.184816360473632812e+00
3.088197946548461914e+00,7.826073646545410156e+00
9.394706726074218750e+00,2.208444404602050781e+01
2.264881849288940430e+00,2.996131134033203125e+01
3.335331201553344727e+00,6.531166553497314453e+00
3.250226259231567383e+00,5.959093570709228516e+00
3.130429983139038086e+00,6.148949623107910156e+00
1.092729568481445312e+01,2.342600822448730469e+01
-2.955744266510009766e+00,9.168522834777832031e+00
3.403079509735107422e+00,6.377842903137207031e+00
-9.983544349670410156e+00,2.236700820922851562e+01
-1.065821743011474609e+01,1.794276428222656250e+01
3.077441215515136719e+00,7.455669879913330078e+00
-1.021714210510253906e+01,2.148410034179687500e+01
-1.023000526428222656e+01,2.202308654785156250e+01
-1.058737659454345703e+01,1.794276428222656250e+01
3.149250507354736328e+00,6.138314247131347656e+00
-2.393203020095825195e+00,9.492974281311035156e+00
-1.064046669006347656e+01,1.774773597717285156e+01
3.054233312606811523e+00,7.849959373474121094e+00
-6.051537990570068359e+00,1.832267761230468750e+01
-1.700242877006530762e+00,1.014390659332275391e+01
-1.052650356292724609e+01,1.945365142822265625e+01
-9.087967872619628906e+00,2.437002372741699219e+01
-1.366884112358093262e+00,1.060254287719726562e+01
6.049982547760009766e+00,2.077872848510742188e+01
-6.560782909393310547e+00,2.515748786926269531e+01
6.445713996887207031e+00,2.026892280578613281e+01
-9.057575225830078125e+00,1.814212799072265625e+01
-1.033456611633300781e+01,2.015792083740234375e+01
8.903488159179687500e+00,1.461066436767578125e+01
-9.431419372558593750e+00,2.090810585021972656e+01
9.046506881713867188e+00,2.755772018432617188e+01
-2.107639312744140625e+00,9.661488533020019531e+00
8.502658009529113770e-01,2.931402587890625000e+01
4.568330287933349609e+00,1.188621425628662109e+01
8.368358612060546875e+00,2.330561828613281250e+01
6.458461761474609375e+00,2.066824913024902344e+01
-1.064404964447021484e+01,1.794276428222656250e+01
6.737626552581787109e+00,2.032874870300292969e+01
3.053246259689331055e+00,8.043308258056640625e+00
3.275158882141113281e+00,5.852299690246582031e+00
3.124293088912963867e+00,6.860468864440917969e+00
3.215703248977661133e+00,6.080665111541748047e+00
1.002013301849365234e+01,2.243049240112304688e+01
5.591278553009033203e+00,2.705387687683105469e+01
1.400408506393432617e+00,2.969049644470214844e+01
3.118143081665039062e+00,6.551608085632324219e+00
1.031337165832519531e+01,2.264658355712890625e+01
-1.056356143951416016e+01,2.066824913024902344e+01
3.349836587905883789e+00,6.353274345397949219e+00
-1.076118183135986328e+01,1.700824546813964844e+01
3.420534133911132812e+00,6.420056343078613281e+00
3.457407474517822266e+00,6.320647239685058594e+00
-1.042865943908691406e+01,1.991209220886230469e+01
-1.384866237640380859e+00,1.054820346832275391e+01
-1.073400497436523438e+01,1.755690002441406250e+01
-3.232890367507934570e+00,9.278255462646484375e+00
-2.494844198226928711e+00,9.367988586425781250e+00
